A,B,C,D,E,F,G,H,I,J,K,L
3489,PD4EU0012250                                      ,RÙSTICO TRATADO EU 12X235-260,45292,UND ,COP,34046,0,0,0,0,
3490,PD4EU1011250                                      ,RÚSTICO TRATADO 11X235-260,45292,UND ,COP,28378,0,0,0,0,
3491,RA40009600                                        ,ALFARDA TRATADA 9X600,45292,UND ,COP,103371,0,0,0,0,
3492,TABALIS601567                                     ,TABLERO ALISTONADO 60X1.5X67,45292,UND ,COP,19019,0,0,0,0,
3493,CHATE12203215                                     ,CHAPAFORTE 122 CM X 0.3 CM X 215 CM,45292,UND ,COP,10085,0,0,0,0,
3494,PQTMEZCLADORES                                    ,PAQUETE MEZCLADORES X 500 UND,45504,UND ,COP,5000,0,0,0,0,
3495,MAZVERDE220GRS                                    ,MAZZA VERDE 220 GRS,45292,UND ,COP,13654,0,0,0,0,
3496,MAZVERDE0016KG                                    ,MAZZA VERDE 1.6 KG,45292,UND ,COP,33963,0,0,0,0,
3497,TORHBMD7580                                       ,TORNILLO ROTHOBLAAS ATORNILL 7.5 X 80,45292,UND ,COP,1749,0,0,0,0,
3498,TORHVGZ09220                                      ,TORNILLO ROTHOBLAAS VGZ TODO ROSC 9X220,45292,UND ,COP,7500,0,0,0,0,
3499,C2TCEU82120                                       ,TENDIDO DE CAMA EUCA 8X2X120,45505,UND ,COP,60569,0,0,0,0,
3500,C2TCEU82140                                       ,TENDIDO DE CAMA EUC 8X2X140,45505,UND ,COP,63226,0,0,0,0,
3501,C2TCEU82100                                       ,TENDIDO DE CAMA EUCA 8X2X100,45505,UND ,COP,45161,0,0,0,0,
3502,C2TABPICIP1017100                                 ,TABLILLA PISO CIPRES 10X 1.7X 100,45505,M2  ,COP,49755,0,0,0,0,
3503,C2TABPICIP1017150                                 ,TABLILLA PISO CIPRES 10X1.7X150,45505,M2  ,COP,49755,0,0,0,0,
3504,C2TABCH0817100                                    ,TABLILLA CHOIBA PISO 8X1.7X100 M2,45505,M2  ,COP,105000,0,0,0,0,
3505,C2TABROBLE1017100                                 ,TABLILLA PISO ROBLE 10X1.7X100,45505,M2  ,COP,50001,0,0,0,0,
3506,VIGAFI417507360                                   ,VIGA FINGER INMUNIZADA 17.5X7X360,45505,UND ,COP,264600,0,0,0,0,
3507,VIGAFI41407360                                    ,VIGA FINGER INMUNIZADA 14X7X360,45505,UND ,COP,211680,0,0,0,0,
3508,C3SEGPICIP1017300                                 ,TABLILLA PISO CIPRES SEG 10X1.7X300 M2,45505,M2  ,COP,49755,0,0,0,0,
3510,RC40016300                                        ,CALIBRADO TRATADO 16X300,45292,UND ,COP,138328,0,0,0,0,
3511,RA40010100                                        ,ALFARDA TRATADA 10X100,45292,UND ,COP,14250,0,0,0,0,
3512,RE40075100                                        ,ESTACÓN TRATADO 7X100,45292,UND ,COP,10794,0,0,0,0,
3513,C4LAR1204200                                      ,LARGUERO 12X4X200,45292,UND ,COP,22146,0,0,0,0,
3514,C4COL1212300                                      ,COLUMNA 12X12X300,45292,UND ,COP,126585,0,0,0,0,
3515,VIGAFI417507600                                   ,VIGA FINGER INMUNIZADA 17.5X7X600,45505,UND ,COP,441000,0,0,0,0,
3516,PASININM1438610                                   ,PA 14 CM X 3.8 CM X 610 CM,45292,UND ,COP,95000,0,0,0,0,
3517,PASININM2819427                                   ,PA 28.6 CM X 1.9 CM X 427 CM,45292,UND ,COP,108000,0,0,0,0,
3518,VIGAKVH14080590                                   ,VIGA KVH 14 CM X 8 CM X 590 CM,45292,UND ,COP,417174,0,0,0,0,
3519,TABABR602244                                      ,TABLERO ALISTONADO BOLILLO ROBLE 60X2X24,45292,UND ,COP,234118,0,0,0,0,
3520,TABAVR602244                                      ,TABLERO ALIST VARILLON ROBLE 60X2X244,45292,UND ,COP,234118,0,0,0,0,
3521,TABABP602244                                      ,TABLERO ALISTONA BOLILLO PATULA 60X2X244,45292,UND ,COP,194118,0,0,0,0,
3522,TABAVP602244                                      ,TABLERO ALIST VARILLON PATULA 60X2X244,45292,UND ,COP,194118,0,0,0,0,
3523,MARLAM308210                                      ,MARCO LAMINADO 3 CM X 8 CM X 210 CM,45505,UND ,COP,46984,0,0,0,0,
3524,VARIPAT043300                                     ,VARILLON PATULA LAMINADO 4X3X300,45505,UND ,COP,15200,0,0,0,0,
3525,PROTNOGALCLARO1/4GL                               ,PROTECTOR NOGAL CLARO 1/4 GL,45292,UND ,COP,51681,0,0,0,0,
3526,MADSUBCILENK                                      ,MADERA SUBPRODUCTO MADERA CILIND ENKA,45506,TON ,COP,165000,0,0,0,0,
3527,C3AYP0963300                                      ,AYP LARGUERO 9X6.3X300,45292,UND ,COP,36112,0,0,0,0,
3528,SUBPROASTDELG                                     ,MADERA SUBPRODUCTO ASTILLA DELGADA,45506,TON ,COP,135000,0,0,0,0,
3529,PASININM8938549                                   ,PA 8.9 CM X 3.8 CM X 549 CM,45292,UND ,COP,82253,0,0,0,0,
3532,C3AYP0974300                                      ,AYP LARGUERO 9X7.4X300,45292,UND ,COP,42416,0,0,0,0,
3533,TABALIS6012122                                    ,TABLERO ALISTONADO 60X1.2X122,45292,UND ,COP,27705,0,0,0,0,
3534,C3AYP0963100                                      ,AYP LARGUERO 9X6.3X100,45292,UND ,COP,12037,0,0,0,0,
3535,TABALIS6015122                                    ,TABLERO ALISTONADO 60X1.5X122,45292,UND ,COP,34631,0,0,0,0,
3536,TABALIS6015244                                    ,TABLERO ALISTONADO 60X1.5X244,45292,UND ,COP,69262,0,0,0,0,
3537,TABALIS6012244                                    ,TABLERO ALISTONADO 60X1.2X244,45292,UND ,COP,55410,0,0,0,0,
3538,C3AYP0916122                                      ,AYP TABLETA 9X1.6X122,45506,UND ,COP,3590,0,0,0,0,
3567,C3TCEU82100                                       ,TENDIDO DE CAMA EUCA 8X2X100,45505,UND ,COP,45161,0,0,0,0,
3568,C3TCEU82120                                       ,TENDIDO DE CAMA EUCA 8X2X120,45505,UND ,COP,60569,0,0,0,0,
3569,C3TCEU82140                                       ,TENDIDO DE CAMA EUC 8X2X140,45505,UND ,COP,63226,0,0,0,0,
3570,C1TABRUS0715300                                   ,TABLA RUSTICA 7 CM X 1.5 CM X 300 CM,45508,UND ,COP,3064,0,0,0,0,
3571,C1H8219300                                        ,TABLA RUSTICA 8.2 CM X 1.9 CM X 300 CM,45508,UND ,COP,4546.39,0,0,0,0,
3572,C1TABH1018302                                     ,TABLA RUSTICA 10 CM X 1.8 CM X 302 CM,45508,UND ,COP,5287.59,0,0,0,0,
3573,C1TABH122245                                      ,TABLA RUSTICA  12.2 CM X 2 CM X 245 CM,45508,UND ,COP,5814.8,0,0,0,0,
3574,TABRH1281123                                      ,TABLA RUSTICA 12 CM X 8.1 CM X 123 CM,45508,UND ,COP,11629.6,0,0,0,0,
3575,C4CVLL3838200                                     ,CONSTRUVARILLON 3.8X3.8X200,45587,UND ,COP,8107,0,0,0,0,
3576,RA20009600                                        ,ALFARDA SECA 9X600,45292,UND ,COP,76423,0,0,0,0,
3577,RA10009600                                        ,ALFARDA HÙMEDA 9X600,45292,UND ,COP,76423,0,0,0,0,
3580,SERVSECADO                                        ,SERVICIO DE SECADO,45509,M3  ,COP,188279,0,0,0,0,
3593,SERVMANOO                                         ,SERVICIO DE MANO DE OBRA X HORAS,45631,M3  ,COP,156000,0,0,0,0,
3594,MADSUBMASTAB                                      ,MADERA SUBPRODUCTO BIOMASA TABLEMAC,45510,TON ,COP,113551,0,0,0,0,
3595,RC4M009250                                        ,CALIBRADO TRATADO MM 4.5X250,45292,UND ,COP,16035,0,0,0,0,
3596,SUBPRODORI                                        ,MADERA SUBPRODUCTO ORILLO,45510,TON ,COP,113328,0,0,0,0,
3597,C1TABRUS0702200                                   ,TABLA RUSTICA 7 CM X 2 CM X 200 CM,45508,UND ,COP,3640,0,0,0,0,
3598,RC4SEG0009400                                     ,CALIBRADO SEG TRATADO 9X400,45292,UND ,COP,34612,0,0,0,0,
3599,VIGAFI413565600                                   ,VIGA FINGER INMUNIZADA 13.5X6.5X600,45512,UND ,COP,322481,0,0,0,0,
3600,RC4TRIDEN12220                                    ,CALIBRADO TRATADO TRIDENT 4X220,45292,UND ,COP,11272,0,0,0,0,
3601,TABALIS601592                                     ,TABLERO ALISTONADO 60X1.5X92,45292,UND ,COP,25862,0,0,0,0,
3604,PINOAIN1438610                                    ,PINO A 14 CM X 3.8 CM X 610,45292,UND ,COP,154734,0,0,0,0,
3611,C4BOT1402100                                      ,BOTAGUA 14X2X100,45292,M2  ,COP,46511,0,0,0,0,
3612,PD4M09220                                         ,RÚSTICO TRATADO MM 4 25X210-230,45292,UND ,COP,10783,0,0,0,0,
3613,C4COT0838200                                      ,CONSTRUDBVARETA 8 CM X 3.8 CM X 200 CM,45292,UND ,COP,14905,0,0,0,0,
3614,C4TAB1017250                                      ,TABLETA 10 X 1.7 X 250,45292,UND ,COP,12836,0,0,0,0,
3615,C4TAB1017300                                      ,TABLETA 10X1.7X300,45292,UND ,COP,15729,0,0,0,0,
3616,DESPDESALACUI                                     ,DESPERDICIO DESALBURADO A CUIVA,45513,TON ,COP,67200,0,0,0,0,
3617,C2VAREU3535250                                    ,VARILLON EUCALIPTO 3.5 X 3.5 X 250 CM,45292,UND ,COP,7040,0,0,0,0,
3618,C2VAREU3535200                                    ,VARILLON EUCALIPTO 3.5 X 3.5 X 200 CM,45292,UND ,COP,7040,0,0,0,0,
3620,C4VLLB0404300                                     ,VARILLON BOCELADO 4 CM X 4 CM X 300 CM,45292,UND ,COP,18130,0,0,0,0,
3621,C4VLLB0404250                                     ,VARILLON BOCELADO 4 CM X 4 CM X 250 CM,45292,UND ,COP,18130,0,0,0,0,
3623,C18542300                                         ,LARGUERO 8.5 CM X 4.2 CM X 300 CM INMER,45515,UND ,COP,19876,0,0,0,0,
3624,C4BOT1217100                                      ,BOTAGUA 12X1.7X100,45292,M2  ,COP,45150,0,0,0,0,
3625,RE4TT12300                                        ,ESTACÓN TRATADO TT 3X300,45292,UND ,COP,13336,0,0,0,0,
3627,RA4SEG14400                                       ,ALFARDA DE SEGUNDA TRATADA 14X400,45292,UND ,COP,75797,0,0,0,0,
3628,RA4SEG14500                                       ,ALFARDA DE SEGUNDA 14X500,45292,UND ,COP,118872,0,0,0,0,
3629,SERVIINMUZA                                       ,SERVICIO DE INMUNIZACIÓN 6.4%,45509,M3  ,COP,392000,0,0,0,0,
3632,C2GC1017515                                       ,GUACAL 10X1.7X51.5,45518,UND ,COP,976,0,0,0,0,
3633,C2GC1017535                                       ,GUACAL 10X1.7X53.5,45518,UND ,COP,1098,0,0,0,0,
3634,C2GC101750                                        ,GUACAL 10X1.7X50,45518,UND ,COP,976,0,0,0,0,
3635,C2GC101742                                        ,GUACAL 10X1.7X42,45518,UND ,COP,854,0,0,0,0,
3636,C2GC0505173                                       ,GUACAL 5X5X173,45518,UND ,COP,5276.5,0,0,0,0,
3637,C2GC1017109                                       ,GUACAL 10X1.7X109,45518,UND ,COP,2196,0,0,0,0,
3638,C2GC1017126                                       ,GUACAL 10X1.7X126,45518,UND ,COP,2562,0,0,0,0,
3639,C2GC1017113                                       ,GUACAL 10X1.7X113,45518,UND ,COP,2318,0,0,0,0,
3640,SERVCORTE                                         ,SERVICIO DE CORTE,45519,UND ,COP,188279,0,0,0,0,
3641,SERVSPUNTA                                        ,SERVICIO DE PUNTA ESTACÓN,45519,UND ,COP,500,0,0,0,0,
3642,PINOAIN01438610                                   ,PINO A 14 CM X 3.8 CM X 610 CM,45292,UND ,COP,107721,0,0,0,0,
3645,C4COL1212100                                      ,COLUMNA 12X12X100,45292,UND ,COP,30996,0,0,0,0,
3646,PASININM1838306                                   ,PA 18.4 CM X 3.8 CM X 306 CM,45292,UND ,COP,64700,0,0,0,0,
3647,PASININM1838549                                   ,PA 18.4 CM X 3.8 CM X 549 CM,45292,UND ,COP,143948,0,0,0,0,
3648,VIGALAM18080190                                   ,VIGA LAMINADA 18CM X 8 CM X 190 CM,45292,UND ,COP,223279,0,0,0,0,
3649,VIGAKVH14080190                                   ,VIGA KVH 14 CMX 8CM X 190 CM,45292,UND ,COP,134345,0,0,0,0,
3650,VIGALAM1208590                                    ,VIGA LAMINADA 12 CM X 8 CM  X 590 CM,45292,UND ,COP,466560,0,0,0,0,
3651,C4AYP1433260                                      ,AYP TABLA 14X3.3X260,45292,UND ,COP,28338,0,0,0,0,
3652,PINOAIN28519366                                   ,PINO A 28.5 CM X 1.9 CM X 366 CM,45292,UND ,COP,112079,0,0,0,0,
3653,PINOAIN18489427                                   ,PINO A 18.4 CM X 8.9 CM X 427 CM,45292,UND ,COP,357891,0,0,0,0,
3654,VIGALAM20100290                                   ,VIGA LAMINADA 20 CM X 10 CM X 290 CM,45292,UND ,COP,489645,0,0,0,0,
3655,VIGAKVH20080590                                   ,VIGA KVH 20 CM X 8 CM X 590,45292,UND ,COP,402430,0,0,0,0,
3657,RA40016250                                        ,ALFARDA TRATADA 16X250,45292,UND ,COP,87450,0,0,0,0,
3658,RA40016220                                        ,ALFARDA TRATADA 16X220,45292,UND ,COP,60740,0,0,0,0,
3659,VIGAFI410507400                                   ,VIGA FINGER INMUNIZADA 10.5X7X400,45520,UND ,COP,176400,0,0,0,0,
3660,VIGAFI410507480                                   ,VIGA FINGER INMUNIZADA 10.5X7X480,45520,UND ,COP,211680,0,0,0,0,
3661,VIGAFI41465480                                    ,VIGA FINGER INMUNIZADA 14X6.5X480,45520,UND ,COP,267540,0,0,0,0,
3662,VIGAFI41465400                                    ,VIGA FINGER INMUNIZADA 14X6.5X400,45520,UND ,COP,222950,0,0,0,0,
3663,VIGAFI41057600                                    ,VIGA FINGER INMUNIZADA 10.5X7X600,45520,UND ,COP,264600,0,0,0,0,
3665,C40838100CF                                       ,DOBLE VARETA 8 CM X 3.8 CM X 100 CM CF,45292,UND ,COP,6695,0,0,0,0,
4076,RE4M010300                                        ,ESTACÓN TRATADO MM 5X300,45292,UND ,COP,22248,0,0,0,0,
4099,VIGAFI410565320                                   ,VIGA FINGER INMUNIZADA 10.5X6.5X320,45520,UND ,COP,133770,0,0,0,0,
4100,VIGAFI410565600                                   ,VIGA FINGER INMUNIZADA 10.5X6.5X600,45520,UND ,COP,250819,0,0,0,0,
4101,VIGAFI413565400                                   ,VIGA FINGER INMUNIZADA 13.5X6.5X400,45520,UND ,COP,235200,0,0,0,0,
4102,VIGAFI411565480                                   ,VIGA FINGER INMUNIZADA 11.5X6.5X480,45520,UND ,COP,211680,0,0,0,0,
4103,VIGAFI413565480                                   ,VIGA FINGER INMUNIZADA 13.5X6.5X480,45520,UND ,COP,257985,0,0,0,0,
4104,RC40009100                                        ,CALIBRADO TRATADO 9X100,45292,UND ,COP,14854,0,0,0,0,
4105,C2TABRUS72200                                     ,TABLA RÚSTICA SECA 7X2X200,45527,UND ,COP,3640,0,0,0,0,
4107,RA4SEG0010300                                     ,ALFARDA DE SEGUNDA TRATADA 10X300,45292,UND ,COP,25427,0,0,0,0,
4109,C3AYP091693                                       ,AYP TABLETA 9X1.6X93,45292,UND ,COP,2238,0,0,0,0,
4110,C2MAD0918200                                      ,MADERERO TABLETA 9X1.8X200,45292,UND ,COP,3600,0,0,0,0,
4111,C2MAD0918240                                      ,MADERERO TABLETA 9X1.8X240,45292,UND ,COP,4320,0,0,0,0,
4112,C2MAD1415200                                      ,MADERERO TABLETA 14X1.5X200,45292,UND ,COP,4667,0,0,0,0,
4113,C2MAD1415240                                      ,MADERERO TABLETA 14X1.5X240,45292,UND ,COP,5600,0,0,0,0,
4170,METCUMSECCEP                                      ,METRO CUBICO MADERA SECA CEPILLADA,45532,M3  ,COP,1767000,0,0,0,0,
4178,C3TJEC0802140                                     ,JAM EC TENDIDO DE CAMA 8X2X140,45292,UND ,COP,77018,0,0,0,0,
4179,C4BOL3535100                                      ,BOLILLO 3.5X100,45292,UND ,COP,5034,0,0,0,0,
4224,RE4M012250                                        ,ESTACÓN TRATADO MM 6X250,45292,UND ,COP,24538,0,0,0,0,
4229,TORNICRESAL                                       ,TORNILLOS TEJA PVC CRESTA ALTA,45292,UND ,COP,5985,0,0,0,0,
4230,TEJAPVC11820CRESA                                 ,TEJA PVC 11.8 2.0 CRESTA ALTA,45596,UND ,COP,293067,0,0,0,0,
4295,C2LAR0804300                                      ,LARGUERO RÚSTICO SECO 8X4X300,45292,UND ,COP,10100,0,0,0,0,
4304,RA4SEG12500                                       ,ALFARDA TRATADA DE SEGUNDA 12X500,45292,UND ,COP,80361,0,0,0,0,
4305,RA4SEG12600                                       ,ALFARDA SEGUNDA TRATADA 12X600,45292,UND ,COP,97624,0,0,0,0,
4307,RA4SEG075400                                      ,ALFARDA TRATADA DE SEGUNDA 7X400,45292,UND ,COP,25935,0,0,0,0,
4308,RA4SEG010400                                      ,ALFARDA TRATADA DE SEGUNDA 10X400,45292,UND ,COP,39800,0,0,0,0,
4324,C4COL1212250                                      ,COLUMNA 12X12X250,45292,UND ,COP,103233,0,0,0,0,
4330,C21625300                                         ,TABLETA RÚSTICA 16X2.5X300,45547,UND ,COP,15000,0,0,0,0,
4332,C21825300                                         ,TABLETA RÚSTICA 18X2.5X300,45547,UND ,COP,17550,0,0,0,0,
4333,C21435250                                         ,TABLETA RÚSTICA 14X3.5X250,45547,UND ,COP,15300,0,0,0,0,
4335,SERVIINMUNIZA96                                   ,SERVICIO DE INMUNIZACIÓN 9.6%,45509,M3  ,COP,392000,0,0,0,0,
4348,PD41011150                                        ,RÚSTICO TRATADO 11X150,45292,UND ,COP,16230,0,0,0,0,
4367,MACHTADOBE                                        ,MACHT ADOBE,45554,UND ,COP,2000,0,0,0,0,
4370,HBSEVOW6120                                       ,TORNILLO ROTHOBLAAS HBS EVO WOOD 6 X 120,45554,UND ,COP,93479,0,0,0,0,
4378,PINOAIN28619488                                   ,PINO A 28.6 CM X 1.9 CM X 488 CM,45554,UND ,COP,135589,0,0,0,0,
4382,C2MAD8585250                                      ,MADERERO COLUMNA 8.5X8.5X250,45628,UND ,COP,20070,0,0,0,0,
4383,MULCHBLANCO                                       ,MULCH BLANCO 10 KG,45581,UND ,COP,20250,0,0,0,0,
4385,MULCHROJA                                         ,MULCH ROJA 10 KG,45581,UND ,COP,20199,0,0,0,0,
4386,MULCHAZUL                                         ,MULCH AZUL 10KG,45581,UND ,COP,20199,0,0,0,0,
4388,MULCHAMARILLO                                     ,MULCH AMARILLO 10 KG,45581,UND ,COP,20250,0,0,0,0,
4389,TABPAT1860244                                     ,TABLERO LAM PATULA GR 1.8 CM X 60 X 244,45292,UND ,COP,132783,0,0,0,0,
4390,POSD4TRIDEN14220                                  ,DESCORTEZADO NORUEGO TRIDE 4.7X220,45292,UND ,COP,13841,0,0,0,0,
4391,POSD4TRIDEN14250                                  ,DESCORTEZADO NORUEGO TRIDENT 4.7X250,45292,UND ,COP,15711,0,0,0,0,
4392,C3COL1212300                                      ,COLUMNA 12X12X300,45292,UND ,COP,126585,0,0,0,0,
4395,C4TAB1017200                                      ,TABLETA 10X1.7X200,45292,UND ,COP,10268,0,0,0,0,
4398,C1MAP10719302                                     ,MADEPAL TABLETA 10.7X1.9X302,45561,UND ,COP,6497,0,0,0,0,
4399,C1MAP12719302                                     ,MADEPAL TABLETA 12.7X1.9X302,45561,UND ,COP,7711,0,0,0,0,
4400,C1MAP10519230                                     ,MADEPAL TABLETA 10.5X1.9X230,45561,UND ,COP,4855,0,0,0,0,
4401,C1MAP11215310                                     ,MADEPAL TABLETA 11.2X1.5X310,45561,UND ,COP,5511,0,0,0,0,
4406,C4TAB1015200                                      ,TABLETA 10 CM X 1.5 CM X 200 CM,45563,UND ,COP,9252,0,0,0,0,
4407,C4TAB1015250                                      ,TABLETA 10 CM X 1.5 CM X 250 CM,45563,UND ,COP,11565,0,0,0,0,
4408,C4TAB1015300                                      ,TABLETA 10 CM X 1.5 CM X 300 CM,45564,UND ,COP,13878,0,0,0,0,
4414,RC4SEG0012400                                     ,CALIBRADO SEG TRATADO 12X400,45292,UND ,COP,57313,0,0,0,0,
4418,C2COL0808300                                      ,COLUMNA SECA RÚSTICA 8X8X300,45292,UND ,COP,53457,0,0,0,0,
4419,C4SEGDBV0838250                                   ,DOBLE VARETA DE SEGUNDA 8X3.8X250,45292,UND ,COP,14557,0,0,0,0,
4420,C4SEGDBV0838300                                   ,DOBLE VARETA DE SEGUNDA 8X3.8X300,45292,UND ,COP,18197,0,0,0,0,
4421,C4SEGBOT1017250                                   ,BOTAGUA DE SEGUNDA 10X1.7X250M2,45292,M2  ,COP,34314,0,0,0,0,
4422,C4SEGBLO1438200                                   ,TABLON DE SEGUNDA 14X3.8X200,45292,UND ,COP,21569,0,0,0,0,
4423,C4SEGBLO1438300                                   ,TABLON DE SEGUNDA 14X3.8X300,45292,UND ,COP,33485,0,0,0,0,
4424,C4SEGTEC7501100                                   ,TABLILLA TECHO DE SEGUNDA 7.5X1X100M2,45520,M2  ,COP,10490,0,0,0,0,
4425,C4SEGTEC7501150                                   ,TABLILLA TECHO DE SEGUNDA 7.5X1X150M2,45520,M2  ,COP,11081,0,0,0,0,
4426,C4SEG7501200                                      ,TABLILLA TECHO DE SEGUNDA 7.5X1X200M2,45292,M2  ,COP,17454,0,0,0,0,
4427,C4SEGTEC7501250                                   ,TABLILLA TECHO DE SEGUNDA 7.5X1X250M2,45292,M2  ,COP,19834,0,0,0,0,
4428,C4SEGTEC7501300                                   ,TABLILLA TECHO DE SEGUNDA 7.5X1X300M2,45292,M2  ,COP,19834,0,0,0,0,
4429,C4SEGVAR1025200                                   ,VARETA DE SEGUNDA 10X2.5X200,45292,UND ,COP,8944,0,0,0,0,
4430,C4SEGVAR1025300                                   ,VARETA DE SEGUNDA 10X2.5X300,45292,UND ,COP,14039,0,0,0,0,
4431,C4SEGPYP1017100                                   ,PISO PARED DE SEGUNDA 10X1.7X100M2,45292,M2  ,COP,21552,0,0,0,0,
4432,C4SEGPYP1017150                                   ,PISO PARED DE SEGUNDA 10X1.7X150M2,45292,M2  ,COP,21552,0,0,0,0,
4433,C4SEGPYP1017200                                   ,PISO PARED DE SEGUNDA 10X1.7X200M2,45292,M2  ,COP,31912,0,0,0,0,
4434,C4SEGPYP1017250                                   ,PISO PARED DE SEGUNDA 10X1.7X250M2,45292,M2  ,COP,34314,0,0,0,0,
4435,C4SEGPYP1017300                                   ,PISO PARED DE SEGUNDA 10X1.7X300M2,45292,M2  ,COP,34314,0,0,0,0,
4438,VIGAFI41765400                                    ,VIGA FINGER INMUNIZADA 17X6.5X400,45512,UND ,COP,270725,0,0,0,0,
4446,TABPAT18122122                                    ,TABLERO LAM PATULA GR 1.8X122X 122,45292,UND ,COP,132783,0,0,0,0,
4447,VIGAFI417565600                                   ,VIGA FINGER INMUNIZADA 17.5X6.5X600,45512,UND ,COP,345695,0,0,0,0,
4448,C4SEGVLL3802200                                   ,VARILLON SEG 3.8X2X200,45292,UND ,COP,3243,0,0,0,0,
4449,REC4SEG0808210                                    ,ESTACÓN CUADRADO DE SEG TRATADO 8X8X210,45292,UND ,COP,13680,0,0,0,0,
4450,C4VLL0425200                                      ,VARILLON 4X2.5X200,45574,UND ,COP,4064,0,0,0,0,
4451,C4VLL0425300                                      ,VARILLON 4X2.5X300,45593,UND ,COP,13346,0,0,0,0,
4455,VIGAFI411565600                                   ,VIGA FINGER INMUNIZADA 11.5X6.5X600,45575,UND ,COP,274706,0,0,0,0,
4472,VIGAFI41808600                                    ,VIGA FINGER INMUNIZADA 18X8X600,45576,UND ,COP,529200,0,0,0,0,
4479,C4CVLL3838150                                     ,CONSTRUVARILLON 3.8X3.8X150,45587,UND ,COP,4662,0,0,0,0,
4480,C4CVLL3838250                                     ,CONSTRUVARILLON 3.8X3.8X250,45587,UND ,COP,10134,0,0,0,0,
4485,C3TECRO7501300                                    ,TABLILLA TECHO ROBLE 7.5X1X300 M2,45699,M2  ,COP,30000,0,0,0,0,
4486,C3TECRO7501250                                    ,TABLILLA TECHO ROBLE 7.5X1X250 M2,45699,M2  ,COP,28575,0,0,0,0,
4487,C3TECRO7501200                                    ,TABLILLA TECHO ROBLE 7.5X1X200 M2,45699,M2  ,COP,28575,0,0,0,0,
4488,C3SEGPICIP1017250                                 ,TABLILLA PISO CIPRES SEG 10X1.7X250 M2,45692,M2  ,COP,39389,0,0,0,0,
4489,C3SEGPICIP1017200                                 ,TABLILLA PISO CIPRES SEG 10X1.7X200 M2,45602,M2  ,COP,33170,0,0,0,0,
4490,C3TECCIP7501300                                   ,TABLILLA TECHO CIPRES 7.5X1X300 M2,45602,M2  ,COP,17552,0,0,0,0,
4491,C3TECCIP7501250                                   ,TABLILLA TECHO CIPRES 7.5X1X250 M2,45602,M2  ,COP,14624,0,0,0,0,
4492,C3TECCIP7501150                                   ,TABLILLA TECHO CIPRES 7.5X1X150 M2,45602,M2  ,COP,13504,0,0,0,0,
4493,C3TECCIP7501100                                   ,TABLILLA TECHO CIPRES 7.5X1X100 M2,45602,M2  ,COP,12600,0,0,0,0,
4494,C3SEGPIEU1017250                                  ,TABLILLA PISO EUCALIP SEG 10X1.7X250 M2,45694,M2  ,COP,12750,0,0,0,0,
4495,C3SEGPIEU1017200                                  ,TABLILLA PISO EUCALIP SEG 10X1.7X200 M2,45694,M2  ,COP,11900,0,0,0,0,
4496,C3SEGPIEU1017150                                  ,TABLILLA PISO EUCALIP SEG 10X1.7X150 M2,45694,M2  ,COP,9945,0,0,0,0,
4497,C4ARQ8542300                                      ,ARQUI LARGUERO CEP HUM INMER 8.5X4.2X300,45505,UND ,COP,14815,0,0,0,0,
5025,VIGAFI413565470                                   ,VIGA FINGER INMUNIZADA 13.5X6.5X470,45512,UND ,COP,252610,0,0,0,0,
5026,VIGAFI413565450                                   ,VIGA FINGER INMUNIZADA 13.5X6.5X450,45512,UND ,COP,241861,0,0,0,0,
5030,VIGAFI41165600                                    ,VIGA FINGER INMUNIZADA 11X6.5X600,45575,UND ,COP,262762,0,0,0,0,
5031,VIGAFI41765600                                    ,VIGA FINGER INMUNIZADA 17X6.5X600,45575,UND ,COP,407745,0,0,0,0,
5032,VIGAFI41765450                                    ,VIGA FINGER INMUNIZADA 17X6.5X450,45575,UND ,COP,304566,0,0,0,0,
5033,VIGAFI417565395                                   ,VIGA FINGER INMUNIZADA 17.5X6.5X395,45575,UND ,COP,275204,0,0,0,0,
5034,VIGAFI41765300                                    ,VIGA FINGER INMNUNIZADA 17X6.5X300,45575,UND ,COP,203873,0,0,0,0,
5035,VIGAFI41765480                                    ,VIGA FINGER INMUNIZADA 17X6.5X480,45575,UND ,COP,326196,0,0,0,0,
5036,VIGAFI41065600                                    ,VIGA FINGER INMUNIZADA 10X6.5X600,45575,UND ,COP,238875,0,0,0,0,
5038,VIGAFI411565500                                   ,VIGA FINGER INMUNIZADA 11.5X6.5X500,45575,UND ,COP,228922,0,0,0,0,
5039,VIGAFI41865300                                    ,VIGA FINGER INMUNIZADA 18X6.5X300,45575,UND ,COP,214988,0,0,0,0,
5040,VIGAFI41465200                                    ,VIGA FINGER INMUNIZADA 14X6.5X200,45575,UND ,COP,111475,0,0,0,0,
5041,VIGAFI41465150                                    ,VIGA FINGER INMUNIZADA 14X6.5X150,45575,UND ,COP,83606,0,0,0,0,
5042,VIGAFI41665600                                    ,VIGA FINGER INMUNIZADA 16X6.5X600,45575,UND ,COP,382200,0,0,0,0,
5043,VIGAFI41665390                                    ,VIGA FINGER INMUNIZADA 16X6.5X390,45575,UND ,COP,248430,0,0,0,0,
5044,VIGAFI41965600                                    ,VIGA FINGER INMUNIZADA 19X6.5X600,45575,UND ,COP,453863,0,0,0,0,
5045,VIGAFI41965390                                    ,VIGA FINGER INMUNIZADA 19X6.5X390,45575,UND ,COP,295011,0,0,0,0,
